track_id,race_date,race_number,distance_id,course_type,track_condition,run_up_distance,race_type,purse,post_time
AQU,2019-04-10,8,800,T,FM ,72,AOC,75000,00523
AQU,2019-04-10,9,600,O,FM ,45,MCL,41000,00554
AQU,2019-04-11,1,800,D,FT ,54,MCL,30000,00130
AQU,2019-04-11,2,800,D,FT ,54,MCL,52000,00200
AQU,2019-04-11,3,700,D,FT ,44,CLM,50000,00230
AQU,2019-04-11,4,600,O,FM ,47,MSW,70000,00306
AQU,2019-04-11,5,800,D,FT ,54,AOC,66000,00339
AQU,2019-04-11,6,600,O,FM ,47,ALW,75000,00410
AQU,2019-04-11,7,650,D,FT ,38,CLM,36000,00442
AQU,2019-04-11,8,900,T,FM ,54,AOC,80000,00515
AQU,2019-04-11,9,600,O,FM ,47,MCL,41000,00549
AQU,2019-04-12,1,800,D,FT ,54,ALW,75000,00130
AQU,2019-04-12,2,700,D,FT ,44,MCL,46000,00200
AQU,2019-04-12,3,800,T,FM ,74,AOC,80000,00230
AQU,2019-04-12,4,600,O,FM ,48,MCL,41000,00305
AQU,2019-04-12,5,650,D,FT ,30,MSW,62000,00336
AQU,2019-04-12,6,600,O,FM ,45,ALW,66000,00409
AQU,2019-04-12,7,800,D,FT ,54,CLM,28000,00442
AQU,2019-04-12,8,600,O,FM ,45,ALW,66000,00515
AQU,2019-04-12,9,850,T,FM ,72,MCL,41000,00550
AQU,2019-04-13,1,800,D,SY ,54,AOC,80000,00130
AQU,2019-04-13,2,800,D,SY ,54,CLM,57000,00200
AQU,2019-04-13,3,600,O,YL ,45,STK,100000,00230
AQU,2019-04-13,4,600,D,MY ,46,MCL,33000,00304
AQU,2019-04-13,5,650,D,MY ,38,CLM,48000,00337
AQU,2019-04-13,6,600,D,MY ,46,MSW,62000,00411
AQU,2019-04-13,7,800,D,MY ,54,CLM,55000,00445
AQU,2019-04-13,8,900,D,MY ,85,STK,200000,00521
AQU,2019-04-13,9,600,D,MY ,46,MCL,41000,00558
AQU,2019-04-14,1,800,D,FT ,54,MSW,62000,00130
AQU,2019-04-14,2,600,D,FT ,48,SOC,55000,00200
AQU,2019-04-14,3,800,T,GD ,86,STK,100000,00230
AQU,2019-04-14,4,600,O,GD ,45,MSW,70000,00303
AQU,2019-04-14,5,800,D,FT ,54,AOC,75000,00337
AQU,2019-04-14,6,850,O,GD ,18,MCL,41000,00409
AQU,2019-04-14,7,800,D,FT ,54,CLM,38000,00442
AQU,2019-04-14,8,600,O,GD ,45,STK,100000,00515
AQU,2019-04-14,9,850,T,GD ,76,MCL,41000,00543
AQU,2019-04-17,1,450,D,FT ,76,MSW,100000,00130
AQU,2019-04-17,2,700,D,FT ,44,MCL,33000,00200
AQU,2019-04-17,3,850,T,GD ,90,CLM,50000,00230
AQU,2019-04-17,4,600,O,GD ,60,MCL,41000,00304
AQU,2019-04-17,5,600,D,FT ,48,CLM,48000,00336
AQU,2019-04-17,6,700,D,FT ,44,CLM,36000,00409
AQU,2019-04-17,7,600,O,GD ,60,AOC,70000,00442
AQU,2019-04-17,8,650,D,FT ,38,AOC,75000,00515
AQU,2019-04-17,9,600,O,GD ,60,MCL,41000,00548
AQU,2019-04-18,1,550,D,FT ,52,MCL,46000,00130
AQU,2019-04-18,2,600,D,FT ,47,CLM,28000,00200
AQU,2019-04-18,3,850,T,FM ,82,CLM,48000,00230
AQU,2019-04-18,4,800,D,FT ,54,CLM,38000,00306
AQU,2019-04-18,5,850,T,FM ,82,MCL,41000,00338
AQU,2019-04-18,6,600,O,FM ,63,MSW,62000,00411
AQU,2019-04-18,7,650,D,FT ,38,AOC,75000,00442
AQU,2019-04-18,8,600,D,FT ,47,ALW,66000,00515
AQU,2019-04-18,9,600,O,FM ,63,MSW,62000,00548
AQU,2019-04-19,1,450,D,FT ,72,MSW,100000,00130
AQU,2019-04-19,2,700,D,FT ,44,CLM,28000,00200
AQU,2019-04-19,3,850,O,FM ,22,STK,100000,00230
AQU,2019-04-19,4,600,D,FT ,48,AOC,70000,00303
AQU,2019-04-19,5,850,T,FM ,88,ALW,66000,00337
AQU,2019-04-19,6,800,D,FT ,54,CLM,52000,00409
AQU,2019-04-19,7,600,O,FM ,58,CLM,62000,00442
AQU,2019-04-19,8,600,D,FT ,48,SOC,55000,00516
AQU,2019-04-19,9,850,T,FM ,88,MSW,62000,00549
AQU,2019-04-20,1,600,D,SY ,48,WCL,52000,00130
AQU,2019-04-20,2,800,D,SY ,54,MSW,62000,00201
AQU,2019-04-20,3,800,D,SY ,54,CLM,38000,00236
AQU,2019-04-20,4,700,D,SY ,44,CLM,38000,00306
AQU,2019-04-20,5,900,D,SY ,94,ALW,75000,00338
AQU,2019-04-20,6,850,O,YL ,22,STK,100000,00410
AQU,2019-04-20,7,800,D,SY ,54,ALW,66000,00442
AQU,2019-04-20,8,650,D,SY ,38,STK,200000,00515
AQU,2019-04-20,9,650,D,SY ,38,STK,200000,00548
AQU,2019-11-01,1,650,D,MY ,36,CLM,28000,01200
AQU,2019-11-01,2,600,D,GD ,40,MCL,41000,01231
AQU,2019-11-01,3,650,D,GD ,36,CLM,38000,00100
AQU,2019-11-01,4,800,D,GD ,54,MCL,41000,00130
AQU,2019-11-01,5,800,D,GD ,54,AOC,70000,00205
AQU,2019-11-01,6,600,D,GD ,40,MSW,62000,00234
AQU,2019-11-01,7,800,D,FT ,54,ALW,75000,00310
AQU,2019-11-01,8,800,D,FT ,54,ALW,66000,00344
AQU,2019-11-01,9,800,D,FT ,54,STK,150000,00425
AQU,2019-11-01,10,600,D,FT ,40,MSW,62000,00504
AQU,2019-11-02,1,600,D,FT ,40,CLM,48000,01200
AQU,2019-11-02,2,600,O,GD ,45,MSW,62000,01231
AQU,2019-11-02,3,850,T,GD ,88,AOC,70000,00100
AQU,2019-11-02,4,650,D,FT ,40,ALW,66000,00131
AQU,2019-11-02,5,600,D,FT ,40,CLM,28000,00207
AQU,2019-11-02,6,850,T,GD ,88,MSW,62000,00243
AQU,2019-11-02,7,600,D,FT ,40,ALW,75000,00315
AQU,2019-11-02,8,600,O,GD ,45,CLM,38000,00351
AQU,2019-11-02,9,900,D,FT ,76,STK,150000,00430
AQU,2019-11-02,10,600,D,FT ,40,MCL,41000,00508
AQU,2019-11-03,1,600,D,FT ,40,MSW,70000,01200
AQU,2019-11-03,2,800,T,GD ,76,ALW,66000,01229
AQU,2019-11-03,3,650,D,FT ,38,CLM,48000,01257
AQU,2019-11-03,4,600,D,FT ,40,MSW,70000,00125
AQU,2019-11-03,5,800,T,GD ,76,STK,100000,00155
AQU,2019-11-03,6,600,O,GD ,64,AOC,70000,00223
AQU,2019-11-03,7,800,D,FT ,54,AOC,80000,00253
AQU,2019-11-03,8,1200,T,GD ,123,STK,125000,00321
AQU,2019-11-03,9,800,D,FT ,54,STK,150000,00351
AQU,2019-11-03,10,600,O,GD ,64,MCL,41000,00421
AQU,2019-11-07,1,600,D,FT ,38,CLM,28000,01220
AQU,2019-11-07,2,600,D,FT ,38,MCL,30000,01249
AQU,2019-11-07,3,850,T,FM ,72,CLM,44000,00118
AQU,2019-11-07,4,800,D,FT ,54,MSW,62000,00150
AQU,2019-11-07,5,600,O,FM ,56,STR,55000,00220
AQU,2019-11-07,6,1100,T,FM ,27,ALW,90000,00250
AQU,2019-11-07,7,600,D,FT ,38,AOC,70000,00319
AQU,2019-11-07,8,600,O,FM ,56,ALW,75000,00348
AQU,2019-11-07,9,800,T,FM ,28,MCL,46000,00421
AQU,2019-11-08,1,650,D,FT ,44,MSW,70000,01220
AQU,2019-11-08,2,600,D,FT ,40,CLM,28000,01249
AQU,2019-11-08,3,650,D,FT ,44,MCL,35000,00117
AQU,2019-11-08,4,600,D,FT ,40,AOC,70000,00149
AQU,2019-11-08,5,600,O,FM ,72,MSW,70000,00220
AQU,2019-11-08,6,650,D,FT ,44,WCL,57000,00249
AQU,2019-11-08,7,800,D,FT ,54,AOC,70000,00317
AQU,2019-11-08,8,600,O,FM ,72,AOC,80000,00348
AQU,2019-11-08,9,850,T,FM ,88,MCL,41000,00418
AQU,2019-11-09,1,700,D,FT ,45,AOC,80000,01200
AQU,2019-11-09,2,800,T,FM ,20,MSW,70000,01229
AQU,2019-11-09,3,850,O,FM ,35,CLM,38000,01255
AQU,2019-11-09,4,650,D,FT ,72,CLM,28000,00125
AQU,2019-11-09,5,850,T,FM ,90,MSW,70000,00155
AQU,2019-11-09,6,850,O,FM ,35,AOC,80000,00223
AQU,2019-11-09,7,700,D,FT ,45,STK,100000,00252
AQU,2019-11-09,8,800,T,FM ,20,STK,150000,00320
AQU,2019-11-09,9,600,O,FM ,56,STK,100000,00351
AQU,2019-11-09,10,700,D,FT ,45,MSW,70000,00420
AQU,2019-11-10,1,600,O,FM ,58,MSW,70000,01201
AQU,2019-11-10,2,850,T,FM ,88,CLM,38000,01228
AQU,2019-11-10,3,800,D,FT ,54,MSW,70000,01258
AQU,2019-11-10,4,650,D,FT ,56,CLM,46000,00125
AQU,2019-11-10,5,600,O,FM ,58,ALW,66000,00156
AQU,2019-11-10,6,650,D,FT ,56,MSW,62000,00223
AQU,2019-11-10,7,800,D,FT ,54,ALW,75000,00253
AQU,2019-11-10,8,700,D,FT ,48,STK,150000,00322
AQU,2019-11-10,9,600,O,FM ,58,STK,100000,00351
AQU,2019-11-10,10,850,T,FM ,88,MCL,41000,00421
AQU,2019-11-11,1,850,T,FM ,88,CLM,57000,01200
AQU,2019-11-11,2,600,D,FT ,38,MCL,52000,01228
AQU,2019-11-11,3,700,D,FT ,45,CLM,32000,01255
AQU,2019-11-11,4,600,D,FT ,38,CLM,46000,00124
AQU,2019-11-11,5,650,D,FT ,54,MSW,62000,00154
AQU,2019-11-11,6,850,T,FM ,88,CLM,38000,00223
AQU,2019-11-11,7,600,O,FM ,56,STR,55000,00253
AQU,2019-11-11,8,900,D,FT ,74,MSW,70000,00322
AQU,2019-11-11,9,850,T,FM ,88,AOC,70000,00350
AQU,2019-11-11,10,600,O,FM ,56,MCL,41000,00421
AQU,2019-11-14,1,800,D,FT ,54,MCL,33000,01221
AQU,2019-11-14,2,600,O,FM ,44,CLM,44000,01250
AQU,2019-11-14,3,700,D,FT ,48,MSW,70000,00117
AQU,2019-11-14,4,850,T,FM ,96,MSW,62000,00150
AQU,2019-11-14,5,800,D,FT ,54,CLM,36000,00219
AQU,2019-11-14,6,600,O,FM ,44,AOC,70000,00250
AQU,2019-11-14,7,800,D,FT ,54,CLM,42000,00318
AQU,2019-11-14,8,800,T,FM ,70,ALW,75000,00350
AQU,2019-11-14,9,600,O,FM ,44,MCL,41000,00420
AQU,2019-11-15,1,800,D,FT ,54,CLM,28000,01201
AQU,2019-11-15,2,800,T,FM ,72,AOC,80000,01229
AQU,2019-11-15,3,800,D,FT ,54,MSW,70000,01256
AQU,2019-11-15,4,650,D,FT ,54,CLM,28000,00129
AQU,2019-11-15,5,650,D,FT ,54,MCL,33000,00203
AQU,2019-11-15,6,850,T,FM ,135,MSW,62000,00229
AQU,2019-11-15,7,600,O,FM ,45,CLM,48000,00256
AQU,2019-11-15,8,650,D,FT ,54,ALW,75000,00324
AQU,2019-11-15,9,800,T,FM ,72,CLM,57000,00354
AQU,2019-11-15,10,600,O,FM ,45,MCL,41000,00424
AQU,2019-11-16,1,800,D,FT ,54,CLM,28000,01200
AQU,2019-11-16,2,850,O,FM ,171,MSW,62000,01230
AQU,2019-11-16,3,850,T,FM ,138,CLM,48000,01256
AQU,2019-11-16,4,600,D,FT ,38,MSW,70000,00125
AQU,2019-11-16,5,900,O,FM ,36,ALW,66000,00154
AQU,2019-11-16,6,800,T,FM ,65,MSW,70000,00223
AQU,2019-11-16,7,650,D,FT ,54,ALW,66000,00255
AQU,2019-11-16,8,600,D,FT ,38,STK,100000,00324
AQU,2019-11-16,9,800,T,FM ,65,ALW,75000,00353
AQU,2019-11-16,10,600,O,FM ,45,CLM,38000,00423
AQU,2019-11-17,1,800,T,FM ,72,CLM,44000,01200
AQU,2019-11-17,2,850,O,FM ,75,MCL,41000,01229
AQU,2019-11-17,3,800,D,FT ,54,CLM,36000,00102
AQU,2019-11-17,4,1100,T,FM ,48,ALW,90000,00130
AQU,2019-11-17,5,600,O,FM ,45,ALW,75000,00159
AQU,2019-11-17,6,800,D,FT ,54,ALW,66000,00227
AQU,2019-11-17,7,850,T,FM ,138,MSW,70000,00256
AQU,2019-11-17,8,600,O,FM ,45,ALW,66000,00322
AQU,2019-11-17,9,600,D,FT ,40,STK,100000,00351
AQU,2019-11-17,10,600,D,FT ,40,MCL,41000,00421
AQU,2019-11-20,1,600,D,GD ,38,MCL,30000,01220
AQU,2019-11-20,2,600,D,GD ,38,CLM,44000,01249
AQU,2019-11-20,3,700,D,GD ,45,AOC,75000,00117
AQU,2019-11-20,4,800,D,GD ,54,MSW,62000,00150
AQU,2019-11-20,5,800,D,FT ,54,CLM,28000,00220
AQU,2019-11-20,6,600,D,FT ,38,MCL,41000,00250
AQU,2019-11-20,7,800,D,FT ,54,STR,55000,00318
AQU,2019-11-20,8,700,D,FT ,45,AOC,80000,00348
AQU,2019-11-20,9,600,D,FT ,38,MCL,33000,00417
AQU,2019-11-21,1,600,D,FT ,40,MCL,41000,01252
AQU,2019-11-21,2,800,D,FT ,54,CLM,28000,00119
AQU,2019-11-21,3,850,T,GD ,162,STR,55000,00150
AQU,2019-11-21,4,600,O,GD ,48,MSW,70000,00223
AQU,2019-11-21,5,700,D,FT ,45,CLM,36000,00250
AQU,2019-11-21,6,850,O,GD ,41,CLM,46000,00319
AQU,2019-11-21,7,850,T,GD ,162,AOC,85000,00349
AQU,2019-11-21,8,600,D,FT ,40,MCL,41000,00418
AQU,2019-11-22,1,600,O,GD ,58,MCL,41000,01250
AQU,2019-11-22,2,700,D,FT ,45,CLM,48000,00117
AQU,2019-11-22,3,600,D,GD ,40,CLM,28000,00150
AQU,2019-11-22,4,850,O,GD ,45,MSW,70000,00219
AQU,2019-11-22,5,800,D,GD ,54,CLM,57000,00248
AQU,2019-11-22,6,900,D,GD ,72,MSW,90000,00317
AQU,2019-11-22,7,700,D,GD ,45,STR,55000,00348
AQU,2019-11-22,8,650,D,GD ,48,MCL,35000,00417
AQU,2019-11-23,1,600,D,FT ,40,CLM,42000,01200
AQU,2019-11-23,2,600,O,GD ,58,MSW,62000,01228
AQU,2019-11-23,3,850,T,GD ,162,ALW,66000,01255
AQU,2019-11-23,4,650,D,FT ,54,CLM,28000,00123
AQU,2019-11-23,5,600,O,GD ,58,CLM,48000,00152
AQU,2019-11-23,6,850,T,GD ,162,MSW,70000,00223
AQU,2019-11-23,7,700,D,FT ,45,ALW,75000,00253
AQU,2019-11-23,8,600,O,GD ,58,AOC,80000,00322
AQU,2019-11-23,9,1100,T,GD ,72,STK,200000,00353
AQU,2019-11-23,10,600,D,FT ,40,MCL,41000,00417
AQU,2019-11-24,1,600,D,SY ,40,STR,55000,01220
AQU,2019-11-24,2,800,D,SY ,54,MCL,41000,01250
AQU,2019-11-24,3,800,D,SY ,54,AOC,85000,00117
AQU,2019-11-24,4,700,D,SY ,45,CLM,40000,00150
AQU,2019-11-24,5,600,D,SY ,40,CLM,36000,00219
AQU,2019-11-24,6,600,D,SY ,40,MSW,62000,00250
AQU,2019-11-24,7,800,D,SY ,54,AOC,70000,00319
AQU,2019-11-24,8,700,D,SY ,45,STK,150000,00348
AQU,2019-11-24,9,600,D,SY ,40,MSW,62000,00418
AQU,2019-11-27,1,800,D,FT ,54,MCL,41000,01220
AQU,2019-11-27,2,800,D,FT ,54,CLM,28000,01250
AQU,2019-11-27,3,800,D,FT ,54,AOC,70000,00117
AQU,2019-11-27,4,600,D,FT ,44,MCL,41000,00150
AQU,2019-11-27,5,600,D,FT ,44,CLM,52000,00220
AQU,2019-11-27,6,850,T,YL ,198,MSW,62000,00250
AQU,2019-11-27,7,600,O,YL ,52,AOC,75000,00317
AQU,2019-11-27,8,800,D,FT ,54,ALW,75000,00347
AQU,2019-11-27,9,600,D,FT ,44,MCL,41000,00418
AQU,2019-11-29,1,650,D,FT ,52,MSW,62000,01150
AQU,2019-11-29,2,800,T,GD ,117,CLM,44000,01220
AQU,2019-11-29,3,600,O,GD ,52,MSW,62000,01248
AQU,2019-11-29,4,600,D,FT ,45,MSW,70000,00120
AQU,2019-11-29,5,850,T,GD ,192,STK,150000,00150
AQU,2019-11-29,6,600,O,GD ,52,ALW,75000,00220
AQU,2019-11-29,7,650,D,FT ,52,ALW,66000,00248
AQU,2019-11-29,8,900,D,FT ,72,STK,200000,00320
AQU,2019-11-29,9,850,O,GD ,20,STK,150000,00346
AQU,2019-11-29,10,850,T,GD ,192,MCL,41000,00416
AQU,2019-11-30,1,600,O,GD ,52,MSW,70000,01151
AQU,2019-11-30,2,600,D,FT ,45,CLM,52000,01226
AQU,2019-11-30,3,850,T,GD ,98,MSW,70000,01255
AQU,2019-11-30,4,600,O,GD ,52,AOC,70000,00125
AQU,2019-11-30,5,650,D,FT ,54,MSW,70000,00154
AQU,2019-11-30,6,850,T,GD ,98,STR,55000,00221
AQU,2019-11-30,7,600,O,GD ,52,STK,125000,00249
AQU,2019-11-30,8,900,D,FT ,72,STK,200000,00319
AQU,2019-11-30,9,1100,T,GD ,62,STK,400000,00346
AQU,2019-11-30,10,600,D,FT ,45,CLM,28000,00414
AQU,2019-12-01,1,650,D,FT ,54,MCL,30000,01221
AQU,2019-12-01,2,800,D,FT ,54,CLM,38000,01250
AQU,2019-12-01,3,600,D,GD ,40,CLM,44000,00116
AQU,2019-12-01,4,800,D,GD ,54,MSW,62000,00147
AQU,2019-12-05,1,600,D,GD ,36,MCL,41000,01221
AQU,2019-12-05,2,800,D,GD ,54,ALW,75000,01249
AQU,2019-12-05,3,800,D,GD ,54,STK,100000,00116
AQU,2019-12-05,4,800,D,GD ,54,MSW,70000,00148
AQU,2019-12-05,5,600,D,GD ,36,CLM,46000,00216
AQU,2019-12-05,6,600,D,GD ,36,MSW,62000,00245
AQU,2019-12-05,7,800,D,GD ,54,STR,55000,00315
AQU,2019-12-05,8,800,D,GD ,54,ALW,66000,00345
AQU,2019-12-05,9,600,D,GD ,36,MSW,62000,00414
AQU,2019-12-06,1,600,D,FT ,48,MSW,70000,01151
AQU,2019-12-06,2,800,D,FT ,54,ALW,75000,01220
AQU,2019-12-06,3,600,D,FT ,48,MSW,62000,01250
AQU,2019-12-06,4,650,D,FT ,52,CLM,28000,00117
AQU,2019-12-06,5,600,D,FT ,48,MCL,35000,00151
AQU,2019-12-06,6,800,D,FT ,54,CLM,32000,00219
AQU,2019-12-06,7,600,D,FT ,48,ALW,66000,00247
AQU,2019-12-06,8,600,D,FT ,48,AOC,70000,00317
AQU,2019-12-06,9,850,T,YL ,96,STK,100000,00346
AQU,2019-12-06,10,600,D,FT ,48,MCL,33000,00417
AQU,2019-12-07,1,800,D,FT ,54,MSW,70000,01130
AQU,2019-12-07,2,850,T,YL ,96,STK,150000,01201
AQU,2019-12-07,3,700,D,FT ,48,CLM,40000,01230
AQU,2019-12-07,4,600,O,YL ,56,STK,125000,00103
AQU,2019-12-07,5,800,D,FT ,54,MSW,70000,00140
AQU,2019-12-07,6,800,D,FT ,54,STK,250000,00211
AQU,2019-12-07,7,600,D,FT ,40,MSW,70000,00246
AQU,2019-12-07,8,900,D,FT ,72,STK,250000,00315
AQU,2019-12-07,9,900,D,FT ,70,STK,250000,00345
AQU,2019-12-07,10,800,D,FT ,54,STK,750000,00418
AQU,2019-12-08,1,650,D,FT ,52,MSW,70000,01152
AQU,2019-12-08,2,600,D,FT ,63,CLM,32000,01220
AQU,2019-12-08,3,850,T,GD ,96,MSW,70000,01250
AQU,2019-12-08,4,600,D,FT ,63,STK,100000,00118
AQU,2019-12-08,5,600,D,FT ,40,MSW,62000,00149
AQU,2019-12-08,6,600,O,GD ,56,AOC,80000,00218
AQU,2019-12-08,7,600,D,FT ,40,ALW,75000,00249
AQU,2019-12-08,8,900,D,FT ,72,AOC,70000,00318
AQU,2019-12-08,9,600,D,FT ,40,STK,200000,00347
AQU,2019-12-08,10,650,D,FT ,52,MCL,41000,00414
AQU,2019-12-12,1,600,D,GD ,45,MCL,46000,01231
AQU,2019-12-12,2,800,D,GD ,54,CLM,28000,01259
AQU,2019-12-12,3,650,D,GD ,52,MSW,68000,00130
AQU,2019-12-12,4,600,D,GD ,45,STR,55000,00158
AQU,2019-12-12,5,800,D,GD ,54,MSW,68000,00231
AQU,2019-12-12,6,700,D,GD ,48,ALW,64000,00302
AQU,2019-12-12,7,800,D,GD ,54,AOC,75000,00333
AQU,2019-12-12,8,800,D,GD ,54,MCL,33000,00400
AQU,2019-12-13,1,800,D,GD ,54,MSW,60000,01231
AQU,2019-12-13,2,800,D,GD ,54,CLM,22000,01259
AQU,2019-12-13,3,800,D,GD ,54,CLM,36000,00128
AQU,2019-12-13,4,600,D,GD ,45,CLM,28000,00200
AQU,2019-12-13,5,700,D,GD ,48,MCL,33000,00231
AQU,2019-12-13,6,600,D,GD ,45,CLM,42000,00259
AQU,2019-12-13,7,650,D,GD ,52,AOC,67000,00329
AQU,2019-12-13,8,650,D,MY ,52,MCL,46000,00400
AQU,2019-12-14,1,600,D,SY ,48,MCL,30000,01231
AQU,2019-12-14,2,600,D,SY ,48,AOC,70000,00100
AQU,2019-12-14,3,600,D,SY ,48,CLM,22000,00128
AQU,2019-12-14,4,800,D,SY ,54,ALW,64000,00155
AQU,2019-12-14,5,700,D,SY ,48,CLM,28000,00223
AQU,2019-12-14,6,800,D,SY ,54,STR,55000,00251
AQU,2019-12-14,7,600,D,SY ,48,ALW,70000,00319
AQU,2019-12-14,8,700,D,SY ,48,STK,500000,00347
AQU,2019-12-14,9,650,D,SY ,52,MCL,41000,00416
AQU,2019-12-15,1,800,D,MY ,54,MSW,68000,01230
AQU,2019-12-15,2,800,D,MY ,54,CLM,31000,01259
AQU,2019-12-15,3,600,D,MY ,60,MCL,35000,00127
AQU,2019-12-15,4,800,D,MY ,54,CLM,42000,00156
AQU,2019-12-15,5,900,D,MY ,76,STR,55000,00224
AQU,2019-12-15,6,800,D,MY ,54,CLM,40000,00252
AQU,2019-12-15,7,650,D,MY ,52,AOC,67000,00319
AQU,2019-12-15,8,700,D,MY ,50,STK,500000,00346
AQU,2019-12-15,9,650,D,MY ,52,MCL,33000,00414
AQU,2019-12-20,1,800,D,FT ,54,MCL,33000,01231
AQU,2019-12-20,2,800,D,FT ,54,CLM,28000,01259
AQU,2019-12-20,3,800,D,FT ,54,MCL,35000,00128
AQU,2019-12-20,4,650,D,FT ,54,CLM,36000,00159
AQU,2019-12-20,5,800,D,FT ,54,CLM,46000,00229
AQU,2019-12-20,6,800,D,FT ,54,CLM,40000,00259
AQU,2019-12-20,7,600,D,FT ,58,ALW,82000,00328
AQU,2019-12-20,8,800,D,FT ,54,MSW,60000,00359
AQU,2019-12-21,1,650,D,FT ,54,MSW,60000,01232
AQU,2019-12-21,2,800,D,FT ,54,CLM,50000,01259
AQU,2019-12-21,3,650,D,FT ,54,MCL,41000,00127
AQU,2019-12-21,4,800,D,FT ,54,AOC,67000,00155
AQU,2019-12-21,5,600,D,FT ,48,ALW,64000,00234
AQU,2019-12-21,6,650,D,FT ,54,CLM,28000,00303
AQU,2019-12-21,7,600,D,FT ,48,ALW,64000,00327
AQU,2019-12-21,8,900,D,FT ,92,STK,125000,00355
AQU,2019-12-21,9,600,D,FT ,48,MCL,41000,00421
AQU,2019-12-22,1,800,D,FT ,54,MSW,60000,01201
AQU,2019-12-22,2,800,D,FT ,54,AOC,75000,01230
AQU,2019-12-22,3,600,D,FT ,52,MSW,68000,01258
AQU,2019-12-22,4,600,D,FT ,52,CLM,31000,00130
AQU,2019-12-22,5,650,D,FT ,54,MCL,35000,00156
AQU,2019-12-22,6,800,D,FT ,54,AOC,67000,00223
AQU,2019-12-22,7,650,D,FT ,54,CLM,55000,00251
AQU,2019-12-22,8,800,D,FT ,54,ALW,70000,00319
AQU,2019-12-22,9,600,D,FT ,52,STK,100000,00347
AQU,2019-12-22,10,650,D,FT ,54,CLM,36000,00416
AQU,2019-12-28,1,600,D,FT ,40,MSW,60000,01230
AQU,2019-12-28,2,650,D,FT ,52,CLM,36000,01259
AQU,2019-12-28,3,700,D,FT ,50,MSW,68000,00127
AQU,2019-12-28,4,900,D,FT ,82,STK,100000,00157
AQU,2019-12-28,5,650,D,FT ,52,CLM,46000,00223
AQU,2019-12-28,6,650,D,FT ,52,MSW,60000,00252
AQU,2019-12-28,7,600,D,FT ,40,AOC,75000,00319
AQU,2019-12-28,8,600,D,FT ,40,ALW,64000,00348
AQU,2019-12-28,9,600,D,FT ,40,MCL,33000,00415
AQU,2019-12-29,1,800,D,FT ,54,CLM,36000,01231
AQU,2019-12-29,2,600,D,FT ,52,AOC,64000,01258
AQU,2019-12-29,3,800,D,FT ,54,MSW,60000,00127
AQU,2019-12-29,4,700,D,FT ,48,CLM,37000,00157
AQU,2019-12-29,5,800,D,FT ,54,MSW,60000,00229
AQU,2019-12-29,6,800,D,FT ,54,ALW,64000,00258
AQU,2019-12-29,7,700,D,FT ,48,ALW,70000,00322
AQU,2019-12-29,8,900,D,FT ,82,STK,100000,00350
AQU,2019-12-29,9,800,D,FT ,54,MCL,35000,00419
AQU,2019-12-30,1,700,D,SY ,48,MCL,41000,01230
AQU,2019-12-30,2,800,D,SY ,54,CLM,46000,00100
AQU,2019-12-30,3,800,D,SY ,54,MSW,68000,00129
AQU,2019-12-30,4,800,D,SY ,54,CLM,22000,00200
AQU,2019-12-30,5,650,D,SY ,52,CLM,46000,00230
AQU,2019-12-30,6,650,D,SY ,52,AOC,75000,00259
AQU,2019-12-30,7,600,D,SY ,45,ALW,82000,00328
AQU,2019-12-30,8,700,D,SY ,48,MCL,41000,00359
AQU,2019-12-31,1,800,D,SY ,54,MCL,46000,01231
AQU,2019-12-31,2,650,D,SY ,50,CLM,31000,01258
AQU,2019-12-31,3,900,D,SY ,82,MSW,68000,00132
AQU,2019-12-31,4,650,D,SY ,50,CLM,46000,00203
AQU,2019-12-31,5,800,D,SY ,54,CLM,36000,00235
AQU,2019-12-31,6,700,D,SY ,48,ALW,64000,00304
AQU,2019-12-31,7,900,D,SY ,82,ALW,70000,00334
AQU,2019-12-31,8,600,D,SY ,45,MCL,33000,00405
BEL,2019-04-26,1,600,D,MY ,63,CLM,28000,00130
BEL,2019-04-26,2,600,D,SY ,63,CLM,60000,00223
BEL,2019-04-26,3,800,D,SY ,45,ALW,82000,00253
BEL,2019-04-26,4,850,D,SY ,56,MCL,41000,00328
BEL,2019-04-26,5,700,D,SY ,45,SOC,55000,00405
BEL,2019-04-26,6,900,D,SY ,20,MSW,90000,00437
BEL,2019-04-26,7,650,D,SY ,48,ALW,82000,00509
BEL,2019-04-26,8,600,D,SY ,63,STK,100000,00541
BEL,2019-04-26,9,700,D,SY ,45,ALW,66000,00613
BEL,2019-04-27,1,600,D,GD ,64,CLM,50000,00131
BEL,2019-04-27,2,850,D,FT ,45,MCL,41000,00202
BEL,2019-04-27,3,700,D,FT ,48,AOC,85000,00234
BEL,2019-04-27,4,600,D,FT ,54,MSW,62000,00309
BEL,2019-04-27,5,600,D,FT ,54,CLM,42000,00340
BEL,2019-04-27,6,800,D,FT ,46,ALW,82000,00412
BEL,2019-04-27,7,850,D,FT ,45,CLM,32000,00445
BEL,2019-04-27,8,850,I,YL ,56,MSW,80000,00518
BEL,2019-04-27,9,700,T,YL ,126,STK,125000,00551
BEL,2019-04-27,10,600,D,FT ,54,CLM,28000,00624
BEL,2019-04-28,1,800,D,FT ,50,MCL,33000,00130
BEL,2019-04-28,2,850,D,FT ,45,CLM,50000,00202
BEL,2019-04-28,3,600,D,FT ,52,MCL,41000,00236
